team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CAR,2022,CAR,CAR,Team Level,5on5,66,0.6,0.6,0.6,193203.0,1887.51,166.38,130.13,480.98,65.0,1049.76,756.76,158.4,169.37,161.25,1789.0,860.0,890.0,3539.0,143.0,235.0,31.0,431.0,63.0,958.0,819.0,1646.0,2506.0,207.0,430.0,1653.0,1033.0,511.0,472.0,1978.0,499.0,172.0,56.59,60.91,48.87,60.0,50.0,33.0,3635.5,2649.0,2707.04,215.0,27.04,43.88,44.11,149.3,151.92,148.18,1296.03,108.68,86.47,307.93,42.15,703.48,533.3,105.34,107.32,104.05,1283.0,499.0,550.0,2332.0,106.0,107.0,6.0,261.0,38.0,570.0,700.0,1177.0,1676.0,196.0,409.0,1461.0,1391.0,386.0,513.0,1304.0,385.0,93.0,36.47,47.08,25.13,49.0,47.0,10.0,2277.7,1782.0,1750.26,296.0,17.93,21.26,21.43,105.17,104.0,102.49
CAR,2022,CAR,CAR,Team Level,4on5,66,0.17,0.19,0.21,20355.0,67.12,6.26,3.67,9.9,2.2,22.46,47.52,6.22,6.26,6.22,73.0,19.0,12.0,104.0,9.0,2.0,0.0,12.0,1.0,19.0,49.0,64.0,83.0,6.0,12.0,170.0,44.0,76.0,25.0,62.0,23.0,7.0,1.6,2.84,1.82,3.0,3.0,3.0,104.0,92.0,92.0,22.0,0.85,0.15,0.15,6.97,6.97,6.94,250.45,31.29,24.36,52.91,8.76,150.05,79.62,27.7,31.29,27.7,258.0,89.0,86.0,433.0,31.0,38.0,8.0,37.0,3.0,120.0,118.0,227.0,316.0,12.0,24.0,172.0,31.0,26.0,59.0,234.0,79.0,34.0,5.66,9.39,16.24,5.0,9.0,17.0,433.0,347.0,347.0,4.0,6.35,8.49,8.35,29.29,29.29,27.39
CAR,2022,CAR,CAR,Team Level,5on4,66,0.9,0.89,0.87,20100.0,347.91,41.99,31.12,77.83,11.64,212.72,109.72,39.16,41.99,39.16,319.0,166.0,143.0,628.0,40.0,41.0,6.0,56.0,14.0,205.0,129.0,279.0,445.0,19.0,38.0,213.0,24.0,15.0,66.0,344.0,90.0,51.0,9.38,10.58,22.02,10.0,10.0,20.0,628.0,485.0,485.0,4.0,8.13,8.72,8.17,41.95,41.95,39.74,52.61,4.81,2.73,7.16,1.64,17.15,37.51,4.73,4.81,4.73,57.0,14.0,9.0,80.0,4.0,2.0,1.0,6.0,3.0,10.0,46.0,53.0,67.0,13.0,26.0,154.0,64.0,56.0,17.0,49.0,17.0,5.0,1.42,1.98,1.4,0.0,3.0,1.0,80.0,71.0,71.0,16.0,0.61,0.6,0.6,4.82,4.82,4.78
TBL,2022,TBL,TBL,Team Level,other,69,0.55,0.53,0.56,9452.0,157.34,37.18,11.34,28.25,5.55,85.07,47.62,34.35,37.18,34.35,157.0,58.0,58.0,273.0,32.0,19.0,3.0,35.0,3.0,68.0,58.0,125.0,183.0,5.0,10.0,127.0,33.0,19.0,23.0,101.0,64.0,50.0,4.3,7.87,25.0,6.0,4.0,22.0,273.0,215.0,215.0,10.0,3.42,7.1,7.1,33.49,33.49,31.62,125.23,30.08,9.0,22.46,4.17,65.54,39.76,28.58,30.08,28.58,129.0,42.0,74.0,245.0,29.0,9.0,1.0,22.0,5.0,57.0,49.0,100.0,142.0,10.0,20.0,126.0,36.0,20.0,22.0,77.0,54.0,40.0,2.95,6.83,20.3,4.0,8.0,17.0,245.0,171.0,171.0,6.0,2.61,2.31,2.58,30.11,30.11,28.92
TBL,2022,TBL,TBL,Team Level,all,69,0.52,0.51,0.52,251166.0,2262.04,249.16,163.58,504.74,75.32,1254.8,888.39,236.21,250.24,237.27,2214.0,922.0,1009.0,4145.0,238.0,213.0,32.0,494.0,83.0,1043.0,1065.0,1976.0,2898.0,288.0,666.0,2011.0,1693.0,650.0,649.0,2105.0,783.0,248.0,64.89,95.09,89.18,58.0,94.0,86.0,4185.91,3136.0,3156.93,299.0,36.55,47.58,47.58,238.12,238.96,232.06,2127.71,226.6,152.83,483.69,70.83,1168.63,833.43,216.46,226.88,216.73,2158.0,778.0,992.0,3928.0,208.0,187.0,21.0,454.0,69.0,924.0,1094.0,1950.0,2728.0,303.0,715.0,1868.0,1926.0,691.0,464.0,2046.0,651.0,239.0,60.42,80.83,85.36,60.0,74.0,74.0,3917.6,2936.0,2934.79,205.0,34.03,40.6,40.6,220.04,220.47,215.26
TBL,2022,TBL,TBL,Team Level,5on5,69,0.52,0.51,0.52,200840.0,1721.84,161.48,119.9,404.84,57.53,954.85,695.4,154.28,162.56,155.33,1680.0,714.0,795.0,3189.0,148.0,169.0,24.0,397.0,68.0,785.0,827.0,1532.0,2246.0,252.0,594.0,1512.0,1554.0,523.0,538.0,1690.0,560.0,144.0,52.29,68.71,40.48,45.0,65.0,38.0,3229.91,2394.0,2414.93,263.0,24.88,34.56,34.56,151.79,152.64,149.57,1628.06,150.08,111.17,387.04,53.95,892.46,654.31,144.17,150.35,144.45,1653.0,596.0,755.0,3004.0,131.0,144.0,16.0,380.0,49.0,689.0,856.0,1522.0,2118.0,265.0,637.0,1399.0,1771.0,568.0,382.0,1612.0,492.0,145.0,48.06,61.26,40.76,47.0,52.0,32.0,2993.6,2249.0,2247.79,186.0,23.04,30.63,30.36,142.75,143.19,140.79
TBL,2022,TBL,TBL,Team Level,4on5,69,0.14,0.13,0.16,19783.0,60.12,6.29,3.22,8.4,1.77,18.57,42.76,6.13,6.29,6.13,60.0,21.0,10.0,91.0,4.0,4.0,0.0,8.0,0.0,15.0,50.0,56.0,77.0,10.0,20.0,173.0,67.0,73.0,20.0,53.0,22.0,6.0,1.87,2.79,1.63,0.0,2.0,2.0,91.0,81.0,81.0,19.0,0.74,1.08,1.08,5.95,5.95,5.88,312.72,39.83,29.36,66.02,10.92,190.98,96.9,37.13,39.83,37.13,309.0,125.0,151.0,585.0,40.0,31.0,4.0,49.0,11.0,166.0,137.0,269.0,394.0,18.0,36.0,184.0,41.0,28.0,47.0,303.0,84.0,47.0,7.74,9.96,22.13,7.0,12.0,21.0,585.0,434.0,434.0,3.0,7.62,7.12,7.12,40.33,40.33,38.73
TBL,2022,TBL,TBL,Team Level,5on4,69,0.87,0.86,0.84,21091.0,322.74,44.22,29.11,63.27,10.46,196.32,102.62,41.47,44.22,41.47,317.0,129.0,146.0,592.0,54.0,21.0,5.0,54.0,12.0,175.0,130.0,263.0,392.0,21.0,42.0,199.0,39.0,35.0,68.0,261.0,137.0,48.0,6.45,15.71,22.07,7.0,23.0,24.0,592.0,446.0,446.0,7.0,7.51,4.83,4.83,46.89,46.89,44.97,61.69,6.62,3.31,8.18,1.77,19.66,42.47,6.57,6.62,6.57,67.0,15.0,12.0,94.0,8.0,3.0,0.0,3.0,4.0,12.0,52.0,59.0,74.0,10.0,22.0,159.0,78.0,75.0,13.0,54.0,21.0,7.0,1.67,2.79,2.17,2.0,2.0,4.0,94.0,82.0,82.0,10.0,0.77,0.54,0.54,6.85,6.85,6.83
SEA,2022,SEA,SEA,Team Level,other,68,0.51,0.5,0.5,6844.0,95.66,25.72,6.95,17.03,3.39,50.89,31.03,24.52,25.72,24.52,94.0,41.0,40.0,175.0,29.0,8.0,1.0,13.0,3.0,49.0,33.0,65.0,106.0,3.0,6.0,70.0,28.0,19.0,8.0,78.0,20.0,37.0,2.62,2.77,20.33,5.0,7.0,17.0,175.0,135.0,135.0,4.0,2.05,2.24,2.24,25.54,25.54,24.46,97.46,24.53,7.15,15.89,3.13,54.38,28.91,21.53,24.53,21.53,87.0,47.0,40.0,174.0,26.0,12.0,4.0,13.0,5.0,48.0,30.0,61.0,108.0,3.0,6.0,89.0,29.0,20.0,9.0,61.0,35.0,38.0,2.34,4.4,17.79,2.0,9.0,15.0,174.0,134.0,134.0,0.0,2.1,5.05,5.05,21.59,21.59,20.31
SEA,2022,SEA,SEA,Team Level,all,68,0.5,0.52,0.52,247127.0,2092.67,208.76,145.75,487.14,70.56,1165.64,845.14,200.83,209.83,201.9,2052.0,871.0,997.0,3920.0,236.0,170.0,30.0,411.0,72.0,922.0,1112.0,1816.0,2687.0,225.0,498.0,1693.0,1501.0,659.0,471.0,2142.0,580.0,201.0,62.5,72.68,73.58,81.0,89.0,66.0,3950.25,2923.0,2944.79,248.0,32.04,34.65,34.65,206.15,207.36,201.89,1980.78,208.19,143.13,453.84,66.57,1092.82,777.46,197.98,208.66,198.42,1891.0,851.0,945.0,3687.0,214.0,191.0,36.0,358.0,60.0,927.0,992.0,1677.0,2528.0,227.0,512.0,2049.0,1507.0,546.0,532.0,1909.0,607.0,226.0,55.51,75.84,76.83,54.0,84.0,76.0,3683.59,2742.0,2740.89,283.0,31.89,39.6,39.68,200.4,200.83,195.37
SEA,2022,SEA,SEA,Team Level,5on5,68,0.51,0.52,0.53,202883.0,1702.82,144.89,113.23,410.5,57.15,944.5,705.73,140.89,145.96,141.97,1668.0,708.0,809.0,3185.0,170.0,133.0,24.0,352.0,57.0,734.0,930.0,1498.0,2206.0,213.0,471.0,1343.0,1366.0,549.0,413.0,1781.0,479.0,116.0,52.82,59.98,32.08,69.0,74.0,27.0,3215.25,2376.0,2397.79,224.0,23.37,24.56,24.91,143.36,144.57,142.37,1544.53,140.19,106.42,369.11,51.82,846.15,623.32,135.19,140.66,135.63,1469.0,668.0,785.0,2922.0,135.0,144.0,23.0,289.0,47.0,723.0,799.0,1334.0,2002.0,199.0,450.0,1595.0,1403.0,451.0,462.0,1520.0,486.0,131.0,44.39,61.12,34.68,41.0,62.0,32.0,2918.59,2137.0,2135.89,259.0,22.1,26.64,26.71,135.59,136.01,133.68
SEA,2022,SEA,SEA,Team Level,4on5,68,0.1,0.1,0.11,18652.0,37.61,4.46,2.21,5.46,1.34,12.17,24.36,4.42,4.46,4.42,41.0,9.0,9.0,59.0,3.0,2.0,0.0,2.0,1.0,9.0,33.0,38.0,47.0,3.0,9.0,142.0,93.0,60.0,17.0,31.0,12.0,7.0,0.85,1.69,1.92,1.0,2.0,0.0,59.0,50.0,50.0,15.0,0.5,0.48,0.48,4.47,4.47,4.45,290.82,39.06,26.99,61.62,10.05,176.22,91.07,36.95,39.06,36.95,286.0,119.0,112.0,517.0,46.0,34.0,9.0,51.0,7.0,143.0,124.0,240.0,359.0,18.0,39.0,189.0,26.0,16.0,38.0,280.0,74.0,51.0,7.54,8.85,22.67,8.0,11.0,27.0,517.0,405.0,405.0,3.0,7.09,7.61,7.61,38.54,38.54,36.72
SEA,2022,SEA,SEA,Team Level,5on4,68,0.88,0.87,0.85,18748.0,256.57,33.68,23.37,54.16,8.68,158.09,84.03,30.98,33.68,30.98,249.0,113.0,139.0,501.0,34.0,27.0,5.0,44.0,11.0,130.0,116.0,215.0,328.0,6.0,12.0,138.0,14.0,31.0,33.0,252.0,69.0,41.0,6.21,8.22,19.25,6.0,6.0,22.0,501.0,362.0,362.0,5.0,6.12,7.37,7.02,32.77,32.77,30.6,47.97,4.4,2.58,7.22,1.57,16.07,34.16,4.31,4.4,4.31,49.0,17.0,8.0,74.0,7.0,1.0,0.0,5.0,1.0,13.0,39.0,42.0,59.0,7.0,17.0,176.0,49.0,59.0,23.0,48.0,12.0,6.0,1.24,1.47,1.69,3.0,2.0,2.0,74.0,66.0,66.0,21.0,0.59,0.31,0.31,4.69,4.69,4.65
PIT,2022,PIT,PIT,Team Level,other,68,0.55,0.51,0.52,7235.0,119.86,31.53,9.18,20.37,4.08,62.71,37.13,28.48,31.53,28.48,121.0,44.0,44.0,209.0,32.0,13.0,3.0,11.0,3.0,65.0,41.0,89.0,133.0,7.0,17.0,95.0,42.0,14.0,18.0,73.0,47.0,45.0,3.11,5.78,22.64,5.0,10.0,17.0,209.0,165.0,165.0,7.0,2.8,4.37,4.37,29.96,29.96,28.51,113.55,25.56,8.13,19.68,3.5,59.6,37.52,23.88,25.56,23.88,106.0,48.0,44.0,198.0,27.0,9.0,2.0,16.0,0.0,53.0,49.0,79.0,127.0,11.0,25.0,86.0,21.0,22.0,15.0,67.0,55.0,32.0,2.57,6.81,16.19,2.0,9.0,16.0,198.0,154.0,154.0,4.0,2.4,2.52,2.52,25.45,25.45,24.01
PIT,2022,PIT,PIT,Team Level,all,68,0.53,0.51,0.51,247513.0,2314.29,245.82,169.01,534.24,78.59,1261.58,908.82,232.06,246.61,232.81,2312.0,887.0,1081.0,4280.0,222.0,256.0,35.0,439.0,69.0,1062.0,1151.0,2090.0,2977.0,239.0,500.0,2050.0,1999.0,559.0,657.0,2207.0,716.0,276.0,63.97,89.06,92.79,68.0,85.0,69.0,4299.29,3199.0,3210.87,321.0,37.56,54.5,54.5,228.82,229.43,222.75,2205.9,221.96,157.34,506.7,73.07,1208.85,881.09,212.53,222.59,213.16,2278.0,771.0,1000.0,4049.0,219.0,199.0,30.0,421.0,50.0,1040.0,1120.0,2059.0,2830.0,255.0,539.0,1868.0,1792.0,552.0,566.0,2188.0,641.0,220.0,64.66,78.73,78.56,60.0,86.0,73.0,4052.5,3049.0,3050.89,272.0,34.96,44.67,44.82,212.1,212.63,207.33
PIT,2022,PIT,PIT,Team Level,5on5,68,0.53,0.52,0.52,199035.0,1830.83,167.82,126.41,442.38,62.1,995.44,738.92,160.74,168.61,161.5,1819.0,715.0,877.0,3411.0,143.0,196.0,19.0,372.0,56.0,836.0,931.0,1676.0,2391.0,207.0,433.0,1595.0,1829.0,467.0,547.0,1809.0,554.0,171.0,52.2,69.23,46.4,56.0,59.0,28.0,3430.29,2534.0,2545.87,289.0,26.3,39.06,39.06,154.99,155.6,152.29,1700.24,149.73,115.02,408.55,56.76,930.83,693.11,144.56,150.37,145.18,1753.0,601.0,813.0,3167.0,147.0,146.0,22.0,329.0,39.0,806.0,887.0,1606.0,2207.0,216.0,458.0,1429.0,1676.0,463.0,473.0,1735.0,487.0,132.0,52.11,59.71,37.91,51.0,64.0,32.0,3170.5,2354.0,2355.89,243.0,23.83,30.78,30.93,142.64,143.17,140.9
PIT,2022,PIT,PIT,Team Level,4on5,68,0.12,0.11,0.13,19966.0,50.32,5.42,2.84,6.71,1.62,16.54,34.87,5.36,5.42,5.36,59.0,9.0,7.0,75.0,5.0,1.0,1.0,5.0,2.0,9.0,46.0,54.0,63.0,8.0,16.0,156.0,92.0,48.0,20.0,45.0,14.0,9.0,0.95,2.0,2.48,0.0,4.0,1.0,75.0,68.0,68.0,18.0,0.65,0.39,0.39,5.68,5.68,5.66,320.34,38.11,30.22,68.34,10.55,196.41,103.37,35.91,38.11,35.91,341.0,106.0,136.0,583.0,40.0,36.0,6.0,67.0,10.0,166.0,128.0,301.0,407.0,20.0,40.0,204.0,27.0,16.0,53.0,324.0,82.0,41.0,7.9,9.98,20.23,7.0,11.0,22.0,583.0,447.0,447.0,5.0,7.81,9.47,9.47,36.46,36.46,34.92
PIT,2022,PIT,PIT,Team Level,5on4,68,0.83,0.85,0.82,21277.0,313.28,41.06,30.58,64.78,10.79,186.89,97.91,37.47,41.06,37.47,313.0,119.0,153.0,585.0,42.0,46.0,12.0,51.0,8.0,152.0,133.0,271.0,390.0,17.0,34.0,204.0,36.0,30.0,72.0,280.0,101.0,51.0,7.71,12.05,21.28,7.0,12.0,23.0,585.0,432.0,432.0,7.0,7.81,10.68,10.68,38.19,38.19,36.3,71.77,8.55,3.96,10.13,2.27,22.0,47.09,8.19,8.55,8.19,78.0,16.0,7.0,101.0,5.0,8.0,0.0,9.0,1.0,15.0,56.0,73.0,89.0,8.0,16.0,149.0,68.0,51.0,25.0,62.0,17.0,15.0,2.08,2.24,4.23,0.0,2.0,3.0,101.0,94.0,94.0,20.0,0.91,1.91,1.91,7.55,7.55,7.49
EDM,2022,EDM,EDM,Team Level,other,69,0.57,0.52,0.51,8336.0,121.44,30.17,8.64,19.51,3.77,62.17,38.73,28.81,30.17,28.81,122.0,41.0,48.0,211.0,29.0,7.0,2.0,25.0,1.0,53.0,48.0,93.0,134.0,9.0,18.0,116.0,19.0,27.0,20.0,68.0,54.0,41.0,2.64,6.79,20.75,1.0,9.0,19.0,211.0,163.0,163.0,6.0,2.46,2.54,2.95,29.68,29.68,29.15,115.09,22.37,8.29,21.52,4.7,61.07,38.04,21.16,22.37,21.16,125.0,31.0,42.0,198.0,23.0,10.0,1.0,25.0,4.0,50.0,44.0,102.0,133.0,7.0,14.0,104.0,27.0,22.0,19.0,82.0,45.0,29.0,3.09,5.3,13.98,4.0,6.0,13.0,198.0,156.0,156.0,10.0,2.4,2.5,2.5,22.27,22.27,21.28
EDM,2022,EDM,EDM,Team Level,all,69,0.56,0.52,0.51,250387.0,2262.12,257.04,161.55,496.61,73.08,1213.86,886.86,242.53,258.94,244.44,2292.0,797.0,1011.0,4100.0,268.0,187.0,27.0,445.0,63.0,1067.0,1059.0,2024.0,2821.0,276.0,597.0,2068.0,1556.0,628.0,740.0,2059.0,765.0,265.0,63.45,94.28,99.31,80.0,109.0,79.0,4158.01,3089.0,3124.68,420.0,36.0,43.34,43.52,249.52,251.54,243.09,2155.95,205.47,147.2,499.24,71.97,1190.21,854.91,198.97,205.04,198.55,2188.0,781.0,884.0,3853.0,227.0,171.0,34.0,500.0,60.0,1004.0,1007.0,1961.0,2742.0,270.0,584.0,2030.0,1742.0,586.0,698.0,2189.0,591.0,189.0,65.66,71.07,68.74,74.0,76.0,77.0,3824.64,2969.0,2954.27,377.0,32.83,33.5,33.55,204.75,204.16,199.84
EDM,2022,EDM,EDM,Team Level,5on5,69,0.54,0.52,0.51,200115.0,1721.1,159.64,117.7,401.36,56.22,929.88,697.19,153.01,161.54,154.92,1735.0,627.0,815.0,3177.0,159.0,138.0,14.0,365.0,50.0,814.0,836.0,1576.0,2203.0,240.0,525.0,1539.0,1457.0,516.0,612.0,1668.0,545.0,149.0,52.22,67.51,39.91,69.0,67.0,23.0,3235.01,2362.0,2397.68,369.0,24.46,28.39,28.15,155.95,157.97,154.36,1640.85,136.13,106.08,395.84,54.12,896.85,670.98,132.75,135.69,132.34,1654.0,606.0,691.0,2951.0,146.0,130.0,27.0,396.0,39.0,764.0,785.0,1508.0,2114.0,238.0,517.0,1547.0,1611.0,497.0,567.0,1707.0,446.0,107.0,51.88,53.72,30.53,63.0,52.0,31.0,2922.64,2260.0,2245.26,329.0,21.89,24.7,24.96,133.06,132.47,130.53
EDM,2022,EDM,EDM,Team Level,4on5,69,0.16,0.14,0.16,22126.0,71.82,8.54,3.75,9.82,2.17,21.96,48.77,8.51,8.54,8.51,79.0,16.0,10.0,105.0,11.0,3.0,1.0,4.0,1.0,17.0,59.0,68.0,84.0,12.0,24.0,202.0,53.0,60.0,47.0,54.0,34.0,7.0,1.93,4.27,2.35,2.0,8.0,1.0,105.0,95.0,95.0,43.0,0.86,0.92,0.92,8.48,8.48,8.47,357.6,43.67,31.06,75.89,11.83,218.84,113.71,41.76,43.67,41.76,362.0,133.0,143.0,638.0,53.0,31.0,6.0,74.0,16.0,180.0,141.0,309.0,442.0,16.0,32.0,212.0,31.0,31.0,73.0,355.0,90.0,50.0,9.41,10.82,23.44,5.0,16.0,32.0,638.0,495.0,495.0,2.0,8.12,6.3,6.09,45.69,45.69,44.33
EDM,2022,EDM,EDM,Team Level,5on4,69,0.95,0.9,0.89,19810.0,347.74,58.68,31.47,65.91,10.92,199.86,102.16,52.2,58.68,52.2,356.0,113.0,138.0,607.0,69.0,39.0,10.0,51.0,11.0,183.0,116.0,287.0,400.0,15.0,30.0,211.0,27.0,25.0,61.0,269.0,132.0,68.0,6.66,15.71,36.31,8.0,25.0,36.0,607.0,469.0,469.0,2.0,8.23,11.49,11.49,55.41,55.41,51.11,42.41,3.31,1.76,5.98,1.32,13.45,32.18,3.29,3.31,3.29,47.0,11.0,8.0,66.0,5.0,0.0,0.0,5.0,1.0,10.0,37.0,42.0,53.0,9.0,21.0,167.0,73.0,36.0,39.0,45.0,10.0,3.0,1.28,1.24,0.8,2.0,2.0,1.0,66.0,58.0,58.0,36.0,0.41,0.0,0.0,3.72,3.72,3.69
BOS,2022,BOS,BOS,Team Level,other,67,0.53,0.45,0.44,10436.0,132.33,33.15,9.77,21.54,4.38,67.31,43.86,31.58,33.15,31.58,132.0,48.0,56.0,236.0,33.0,12.0,3.0,17.0,4.0,54.0,60.0,99.0,147.0,14.0,28.0,127.0,26.0,17.0,23.0,67.0,69.0,44.0,3.01,8.74,21.4,8.0,6.0,19.0,236.0,180.0,180.0,9.0,2.88,3.21,3.21,32.83,32.83,31.67,163.26,29.94,12.75,30.82,5.73,93.44,53.32,25.81,29.94,25.81,157.0,69.0,65.0,291.0,16.0,20.0,3.0,30.0,8.0,81.0,71.0,141.0,210.0,13.0,26.0,123.0,32.0,31.0,17.0,123.0,64.0,39.0,4.61,7.96,17.37,1.0,6.0,9.0,291.0,226.0,226.0,6.0,3.85,6.64,6.64,27.15,27.15,25.05
BOS,2022,BOS,BOS,Team Level,all,67,0.54,0.52,0.52,244174.0,2185.68,233.44,157.33,489.43,71.72,1169.61,850.52,224.5,235.75,226.77,2208.0,765.0,972.0,3945.0,249.0,196.0,36.0,486.0,74.0,890.0,1078.0,1959.0,2724.0,274.0,614.0,2089.0,1558.0,442.0,628.0,2020.0,717.0,236.0,62.25,90.05,81.14,89.0,89.0,71.0,4027.97,2973.0,3025.84,260.0,35.19,42.84,42.94,225.69,228.17,222.83,2003.85,197.56,141.55,457.04,65.62,1093.05,793.25,187.57,195.79,185.9,1983.0,766.0,960.0,3709.0,145.0,177.0,16.0,480.0,69.0,858.0,1020.0,1838.0,2604.0,272.0,608.0,1742.0,1750.0,626.0,696.0,1953.0,586.0,210.0,55.66,71.71,70.19,43.0,51.0,51.0,3642.57,2749.0,2712.38,336.0,31.84,39.17,39.31,190.03,188.37,183.28
BOS,2022,BOS,BOS,Team Level,5on5,67,0.54,0.51,0.52,192762.0,1667.72,154.06,114.47,390.83,54.3,891.28,660.14,149.17,156.36,151.44,1674.0,592.0,738.0,3004.0,165.0,146.0,25.0,394.0,61.0,665.0,835.0,1509.0,2101.0,227.0,518.0,1534.0,1426.0,365.0,508.0,1601.0,526.0,139.0,49.49,66.07,38.5,74.0,63.0,28.0,3086.97,2266.0,2318.84,223.0,23.82,30.37,30.47,147.41,149.89,147.72,1532.58,130.73,102.29,365.8,50.12,830.18,622.94,126.02,128.97,124.34,1523.0,580.0,780.0,2883.0,94.0,132.0,9.0,384.0,53.0,644.0,796.0,1429.0,2009.0,236.0,534.0,1304.0,1604.0,519.0,581.0,1548.0,426.0,129.0,43.83,52.0,34.91,38.0,35.0,21.0,2816.57,2103.0,2066.38,292.0,21.19,26.63,26.77,125.08,123.42,121.22
BOS,2022,BOS,BOS,Team Level,4on5,67,0.18,0.2,0.21,21040.0,67.33,6.91,3.65,9.36,2.03,22.11,46.94,6.78,6.91,6.78,77.0,14.0,21.0,112.0,6.0,5.0,0.0,8.0,0.0,16.0,56.0,71.0,85.0,12.0,26.0,186.0,83.0,52.0,29.0,61.0,24.0,6.0,2.08,3.18,1.65,2.0,3.0,1.0,112.0,91.0,91.0,23.0,0.83,0.79,0.79,6.95,6.95,6.85,254.04,31.29,23.7,53.35,8.23,153.24,80.18,30.21,31.29,30.21,243.0,107.0,106.0,456.0,30.0,25.0,4.0,60.0,8.0,126.0,101.0,213.0,320.0,14.0,28.0,173.0,37.0,21.0,67.0,239.0,78.0,33.0,6.08,9.67,15.53,4.0,9.0,17.0,456.0,350.0,350.0,8.0,6.17,5.89,5.89,31.56,31.56,30.86
BOS,2022,BOS,BOS,Team Level,5on4,67,0.88,0.88,0.86,19936.0,318.29,39.32,29.44,67.72,11.0,188.92,99.59,36.98,39.32,36.98,325.0,111.0,157.0,593.0,45.0,33.0,8.0,67.0,9.0,155.0,127.0,280.0,391.0,21.0,42.0,242.0,23.0,8.0,68.0,291.0,98.0,47.0,7.65,12.08,19.59,5.0,17.0,23.0,593.0,436.0,436.0,5.0,7.65,8.48,8.48,38.5,38.5,36.59,53.97,5.6,2.79,7.06,1.54,16.19,36.81,5.53,5.6,5.53,60.0,10.0,9.0,79.0,5.0,0.0,0.0,6.0,0.0,7.0,52.0,55.0,65.0,9.0,20.0,142.0,77.0,55.0,31.0,43.0,18.0,9.0,1.13,2.09,2.38,0.0,1.0,4.0,79.0,70.0,70.0,30.0,0.64,0.0,0.0,6.24,6.24,6.15
VGK,2022,VGK,VGK,Team Level,other,69,0.46,0.45,0.45,8775.0,112.54,24.09,8.47,19.99,3.88,62.17,38.4,23.23,24.09,23.23,119.0,38.0,60.0,217.0,26.0,12.0,3.0,16.0,4.0,55.0,44.0,93.0,131.0,5.0,10.0,107.0,43.0,29.0,15.0,94.0,30.0,33.0,3.4,3.88,16.8,6.0,6.0,14.0,217.0,157.0,157.0,6.0,2.34,2.94,2.94,23.48,23.48,22.89,136.88,27.96,10.49,23.94,4.57,78.42,45.62,27.24,27.96,27.24,136.0,55.0,70.0,261.0,24.0,11.0,0.0,31.0,2.0,72.0,51.0,112.0,167.0,2.0,2.0,100.0,29.0,23.0,21.0,111.0,42.0,38.0,4.48,4.94,18.54,5.0,5.0,14.0,261.0,191.0,191.0,8.0,2.95,2.97,2.97,27.94,27.94,27.34
